,ln_pibhab,ln_iva,ln_pop,ln_credit,ln_dep,ln_ide,ln_tcer,ln_ipc
ln_pibhab,1.0,-0.9033990740911181,-0.8950502296802417,0.8595773077575569,0.6306892660632697,0.27075677547476973,-0.5840631057492958,0.951143174329744
ln_iva,-0.9033990740911181,1.0,0.7043882173844079,-0.9028912587759328,-0.45826330174081764,-0.44634933707106467,0.5619636767770779,-0.8358119551703058
ln_pop,-0.8950502296802417,0.7043882173844079,1.0,-0.7289149348265174,-0.6327354112692471,-0.17312370885458517,0.2878130637420013,-0.9345424920965218
ln_credit,0.8595773077575569,-0.9028912587759328,-0.7289149348265174,1.0,0.44555464132920464,0.4728966692474527,-0.35611933867583223,0.8722399151215052
ln_dep,0.6306892660632697,-0.45826330174081764,-0.6327354112692471,0.44555464132920464,1.0,0.1453913253222359,-0.5939425383209564,0.5855507529677039
ln_ide,0.27075677547476973,-0.44634933707106467,-0.17312370885458517,0.4728966692474527,0.1453913253222359,1.0,-0.1382482851840996,0.26138750552075407
ln_tcer,-0.5840631057492958,0.5619636767770779,0.2878130637420013,-0.35611933867583223,-0.5939425383209564,-0.1382482851840996,1.0,-0.35251767786726257
ln_ipc,0.951143174329744,-0.8358119551703058,-0.9345424920965218,0.8722399151215052,0.5855507529677039,0.26138750552075407,-0.35251767786726257,1.0
